period,series,unit,value
2022,4th Decile,Per Cent,1.8
2023,4th Decile,Per Cent,3.4
2024,4th Decile,Per Cent,1.8
2025,4th Decile,Per Cent,8.4
2015,5th Decile,Per Cent,-
2016,5th Decile,Per Cent,2.1
2017,5th Decile,Per Cent,2.1
2018,5th Decile,Per Cent,3.1
2019,5th Decile,Per Cent,3.5
2020,5th Decile,Per Cent,-0.2
2021,5th Decile,Per Cent,7.1
2022,5th Decile,Per Cent,2.2
2023,5th Decile,Per Cent,3.1
2024,5th Decile,Per Cent,1.5
2025,5th Decile,Per Cent,7.9
2015,6th Decile,Per Cent,-
2016,6th Decile,Per Cent,2.3
2017,6th Decile,Per Cent,3.1
2018,6th Decile,Per Cent,2.8
2019,6th Decile,Per Cent,3.8
2020,6th Decile,Per Cent,-0.4
2021,6th Decile,Per Cent,5.7
2022,6th Decile,Per Cent,2
2023,6th Decile,Per Cent,2.8
2024,6th Decile,Per Cent,1.4
2025,6th Decile,Per Cent,8
2015,7th Decile,Per Cent,-
2016,7th Decile,Per Cent,2.6
2017,7th Decile,Per Cent,3.2
2018,7th Decile,Per Cent,2.9
2019,7th Decile,Per Cent,4.4
2020,7th Decile,Per Cent,-1.1
2021,7th Decile,Per Cent,5
2022,7th Decile,Per Cent,1.6
2023,7th Decile,Per Cent,2.4
2024,7th Decile,Per Cent,1.7
2025,7th Decile,Per Cent,7.1
2015,8th Decile,Per Cent,-
2016,8th Decile,Per Cent,3
2017,8th Decile,Per Cent,3.1
2018,8th Decile,Per Cent,3.9
2019,8th Decile,Per Cent,3.5
2020,8th Decile,Per Cent,-1.4
2021,8th Decile,Per Cent,4
2022,8th Decile,Per Cent,2.1
2023,8th Decile,Per Cent,2
2024,8th Decile,Per Cent,1.3
2025,8th Decile,Per Cent,6.9
2015,9th Decile,Per Cent,-
2016,9th Decile,Per Cent,1.7
2017,9th Decile,Per Cent,3.2
2018,9th Decile,Per Cent,4.5
2019,9th Decile,Per Cent,2.4
2020,9th Decile,Per Cent,-1.6
2021,9th Decile,Per Cent,3.6
2022,9th Decile,Per Cent,0.5
2023,9th Decile,Per Cent,0.5
2024,9th Decile,Per Cent,1.9
2025,9th Decile,Per Cent,6.1
2015,10th Decile (Highest),Per Cent,-
2016,10th Decile (Highest),Per Cent,-4.3
2017,10th Decile (Highest),Per Cent,1.6
2018,10th Decile (Highest),Per Cent,3.8
2019,10th Decile (Highest),Per Cent,-0.9
2020,10th Decile (Highest),Per Cent,-2.4
2021,10th Decile (Highest),Per Cent,3.1
2022,10th Decile (Highest),Per Cent,-1.6
2023,10th Decile (Highest),Per Cent,-0.9
2024,10th Decile (Highest),Per Cent,3.6
2025,10th Decile (Highest),Per Cent,3
2015,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,-
2016,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,-
2017,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,-
2018,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,-
2019,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,-
2020,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,1.1
2021,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,2.3
2022,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,1.9
2023,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,1.3
2024,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,1.4
2025,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households,Per Cent,2.9
2015,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2016,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2017,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2018,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2019,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2020,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,1.1
2021,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,3.6
2022,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,3.8
2023,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,3.6
2024,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,3.6
2025,Annualised Real Change In Average Monthly Household Market Income Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,5.3
2015,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,-
2016,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,-
2017,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,-
2018,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,-
2019,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,-
2020,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,1.2
2021,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,2.3
2022,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,2
2023,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,1.5
2024,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,1.6
2025,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households,Per Cent,3.1
2015,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2016,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2017,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2018,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2019,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,-
2020,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,1.7
2021,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,3.6
2022,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,3.9
2023,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,4.4
2024,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,4.3
2025,Annualised Real Change In Average Monthly Household Market Income (Including Regular Government Contributions) Per Household Member Among Resident Households In The 1st - 40th Percentiles,Per Cent,5.9
2015,Gini Coefficient Based On Household Market Income Per Household Member,,0.494
2016,Gini Coefficient Based On Household Market Income Per Household Member,,0.485
2017,Gini Coefficient Based On Household Market Income Per Household Member,,0.487
2018,Gini Coefficient Based On Household Market Income Per Household Member,,0.489
2019,Gini Coefficient Based On Household Market Income Per Household Member,,0.483
2020,Gini Coefficient Based On Household Market Income Per Household Member,,0.479
2021,Gini Coefficient Based On Household Market Income Per Household Member,,0.466
2022,Gini Coefficient Based On Household Market Income Per Household Member,,0.462
2023,Gini Coefficient Based On Household Market Income Per Household Member,,0.458
2024,Gini Coefficient Based On Household Market Income Per Household Member,,0.46
2025,Gini Coefficient Based On Household Market Income Per Household Member,,0.452
2015,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.475
2016,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.466
2017,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.47
2018,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.47
2019,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.468
2020,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.464
2021,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.449
2022,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.447
2023,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.444
2024,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.447
2025,Gini Coefficient Based On Equivalised Household Market Income (Based On Modified OECD Scale),,0.439
2015,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.439
2016,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.428
2017,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.436
2018,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.432
2019,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.433
2020,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.433
2021,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.418
2022,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.417
2023,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.415
2024,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.418
2025,Gini Coefficient Based On Equivalised Household Market Income (Based On Square Root Scale),,0.406
2015,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.437
2016,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.423
2017,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.424
2018,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.428
2019,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.423
2020,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.397
2021,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.403
2022,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.397
2023,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.389
2024,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.381
2025,Gini Coefficient Based On Household Market Income Per Household Member (After Government Transfers And Taxes),,0.379
2015,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.42
2016,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.408
2017,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.411
2018,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.412
2019,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.41
2020,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.385
2021,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.389
2022,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.384
2023,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.378
2024,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.37
2025,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Modified OECD Scale),,0.368
2015,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.383
2016,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.37
2017,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.377
2018,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.375
2019,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.374
2020,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.357
2021,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.359
2022,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.356
2023,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.351
2024,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.347
2025,Gini Coefficient Based On Equivalised Household Market Income (After Government Transfers And Taxes)(Based On Square Root Scale),,0.34
2015,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.483
2016,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.471
2017,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.472
2018,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.475
2019,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.47
2020,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.463
2021,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.451
2022,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.447
2023,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.437
2024,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.44
2025,Gini Coefficient Based On Household Market Income Per Household Member (Including Regular Government Contributions),,0.431
2015,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.465
2016,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.454
2017,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.457
2018,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.458
2019,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.456
2020,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.449
2021,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.435
2022,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.432
2023,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.425
2024,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.428
2025,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Modified OECD Scale),,0.419
2015,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.43
2016,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.418
2017,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.426
2018,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.423
2019,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.423
2020,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.422
2021,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.407
2022,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.406
2023,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.399
2024,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.403
2025,Gini Coefficient Based On Equivalised Household Market Income (Including Regular Government Contributions)(Based On Square Root Scale),,0.39
