period,series,unit,value
1962,All Items,Per Cent,0.4
1963,All Items,Per Cent,2.1
1964,All Items,Per Cent,1.6
1965,All Items,Per Cent,0.2
1966,All Items,Per Cent,2
1967,All Items,Per Cent,3.2
1968,All Items,Per Cent,0.7
1969,All Items,Per Cent,-0.1
1970,All Items,Per Cent,0.3
1971,All Items,Per Cent,1.9
1972,All Items,Per Cent,2.1
1973,All Items,Per Cent,19.6
1974,All Items,Per Cent,22.4
1975,All Items,Per Cent,2.6
1976,All Items,Per Cent,-1.9
1977,All Items,Per Cent,3.2
1978,All Items,Per Cent,4.1
1979,All Items,Per Cent,4
1980,All Items,Per Cent,8.5
1981,All Items,Per Cent,8.2
1982,All Items,Per Cent,3.9
1983,All Items,Per Cent,1
1984,All Items,Per Cent,2.6
1985,All Items,Per Cent,0.5
1986,All Items,Per Cent,-1.4
1987,All Items,Per Cent,0.5
1988,All Items,Per Cent,1.5
1989,All Items,Per Cent,2.3
1990,All Items,Per Cent,3.5
1991,All Items,Per Cent,3.4
1992,All Items,Per Cent,2.2
1993,All Items,Per Cent,2.3
1994,All Items,Per Cent,3.1
1995,All Items,Per Cent,1.7
1996,All Items,Per Cent,1.4
1997,All Items,Per Cent,2
1998,All Items,Per Cent,-0.3
1999,All Items,Per Cent,0
2000,All Items,Per Cent,1.3
2001,All Items,Per Cent,1
2002,All Items,Per Cent,-0.4
2003,All Items,Per Cent,0.5
2004,All Items,Per Cent,1.7
2005,All Items,Per Cent,0.5
2006,All Items,Per Cent,1
2007,All Items,Per Cent,2.1
2008,All Items,Per Cent,6.6
2009,All Items,Per Cent,0.6
2010,All Items,Per Cent,2.8
2011,All Items,Per Cent,5.3
2012,All Items,Per Cent,4.6
2013,All Items,Per Cent,2.4
2014,All Items,Per Cent,1
2015,All Items,Per Cent,-0.5
2016,All Items,Per Cent,-0.5
2017,All Items,Per Cent,0.6
2018,All Items,Per Cent,0.4
2019,All Items,Per Cent,0.6
2020,All Items,Per Cent,-0.2
2021,All Items,Per Cent,2.3
2022,All Items,Per Cent,6.1
2023,All Items,Per Cent,4.8
2024,All Items,Per Cent,2.4
2025,All Items,Per Cent,0.9
1962,Food,Per Cent,0.7
1963,Food,Per Cent,3.7
1964,Food,Per Cent,2.5
1965,Food,Per Cent,-0.5
1966,Food,Per Cent,2.8
1967,Food,Per Cent,4.6
1968,Food,Per Cent,0.2
1969,Food,Per Cent,-1.7
1970,Food,Per Cent,-0.6
1971,Food,Per Cent,2.3
1972,Food,Per Cent,2.5
1973,Food,Per Cent,33.1
1974,Food,Per Cent,25.7
1975,Food,Per Cent,1.1
1976,Food,Per Cent,-6.1
1977,Food,Per Cent,4.9
1978,Food,Per Cent,4.8
1979,Food,Per Cent,2.8
1980,Food,Per Cent,7.7
1981,Food,Per Cent,9.6
1982,Food,Per Cent,5
1983,Food,Per Cent,0.4
1984,Food,Per Cent,1.5
1985,Food,Per Cent,-1.2
1986,Food,Per Cent,-1.5
1987,Food,Per Cent,-0.2
1988,Food,Per Cent,1.4
1989,Food,Per Cent,1.1
1990,Food,Per Cent,0.8
1991,Food,Per Cent,1.6
1992,Food,Per Cent,1.2
1993,Food,Per Cent,1
1994,Food,Per Cent,3.5
1995,Food,Per Cent,2.3
1996,Food,Per Cent,2.1
1997,Food,Per Cent,2
1998,Food,Per Cent,0.2
1999,Food,Per Cent,0.9
2000,Food,Per Cent,0.5
2001,Food,Per Cent,0.5
2002,Food,Per Cent,0
2003,Food,Per Cent,0.6
2004,Food,Per Cent,2
2005,Food,Per Cent,1.3
2006,Food,Per Cent,1.6
2007,Food,Per Cent,3
2008,Food,Per Cent,7.7
2009,Food,Per Cent,2.3
2010,Food,Per Cent,1.4
2011,Food,Per Cent,3.1
2012,Food,Per Cent,2.3
2013,Food,Per Cent,2.1
2014,Food,Per Cent,2.9
2015,Food,Per Cent,1.9
2016,Food,Per Cent,2.1
2017,Food,Per Cent,1.4
2018,Food,Per Cent,1.4
2019,Food,Per Cent,1.5
2020,Food,Per Cent,1.9
2021,Food,Per Cent,1.5
2022,Food,Per Cent,5.3
2023,Food,Per Cent,5.8
2024,Food,Per Cent,2.8
2025,Food,Per Cent,1.2
1991,Food Excl Food & Beverage Serving Services,Per Cent,1.1
1992,Food Excl Food & Beverage Serving Services,Per Cent,1.1
1993,Food Excl Food & Beverage Serving Services,Per Cent,0
1994,Food Excl Food & Beverage Serving Services,Per Cent,3.1
1995,Food Excl Food & Beverage Serving Services,Per Cent,1.5
1996,Food Excl Food & Beverage Serving Services,Per Cent,1.6
1997,Food Excl Food & Beverage Serving Services,Per Cent,2.4
1998,Food Excl Food & Beverage Serving Services,Per Cent,-1
1999,Food Excl Food & Beverage Serving Services,Per Cent,1.3
2000,Food Excl Food & Beverage Serving Services,Per Cent,0.5
2001,Food Excl Food & Beverage Serving Services,Per Cent,-0.4
2002,Food Excl Food & Beverage Serving Services,Per Cent,-1.1
2003,Food Excl Food & Beverage Serving Services,Per Cent,0.6
2004,Food Excl Food & Beverage Serving Services,Per Cent,3.3
2005,Food Excl Food & Beverage Serving Services,Per Cent,2
2006,Food Excl Food & Beverage Serving Services,Per Cent,1.9
2007,Food Excl Food & Beverage Serving Services,Per Cent,4
2008,Food Excl Food & Beverage Serving Services,Per Cent,9.7
2009,Food Excl Food & Beverage Serving Services,Per Cent,2.5
2010,Food Excl Food & Beverage Serving Services,Per Cent,2.3
2011,Food Excl Food & Beverage Serving Services,Per Cent,3.5
2012,Food Excl Food & Beverage Serving Services,Per Cent,2.4
2013,Food Excl Food & Beverage Serving Services,Per Cent,2.2
2014,Food Excl Food & Beverage Serving Services,Per Cent,2.9
2015,Food Excl Food & Beverage Serving Services,Per Cent,1.2
2016,Food Excl Food & Beverage Serving Services,Per Cent,2.3
2017,Food Excl Food & Beverage Serving Services,Per Cent,1.3
2018,Food Excl Food & Beverage Serving Services,Per Cent,1.3
2019,Food Excl Food & Beverage Serving Services,Per Cent,1.1
2020,Food Excl Food & Beverage Serving Services,Per Cent,2.9
2021,Food Excl Food & Beverage Serving Services,Per Cent,1.6
2022,Food Excl Food & Beverage Serving Services,Per Cent,5.3
2023,Food Excl Food & Beverage Serving Services,Per Cent,5.1
2024,Food Excl Food & Beverage Serving Services,Per Cent,1.2
2025,Food Excl Food & Beverage Serving Services,Per Cent,1.1
2006,Rice & Cereal Products,Per Cent,1.2
2007,Rice & Cereal Products,Per Cent,3.3
2008,Rice & Cereal Products,Per Cent,16
2009,Rice & Cereal Products,Per Cent,3.6
2010,Rice & Cereal Products,Per Cent,2.1
2011,Rice & Cereal Products,Per Cent,1.7
2012,Rice & Cereal Products,Per Cent,1.8
2013,Rice & Cereal Products,Per Cent,1.4
2014,Rice & Cereal Products,Per Cent,1.5
2015,Rice & Cereal Products,Per Cent,1.2
2016,Rice & Cereal Products,Per Cent,1.3
2017,Rice & Cereal Products,Per Cent,0.6
2018,Rice & Cereal Products,Per Cent,1.4
2019,Rice & Cereal Products,Per Cent,1.6
2020,Rice & Cereal Products,Per Cent,2
2021,Rice & Cereal Products,Per Cent,0.7
2022,Rice & Cereal Products,Per Cent,4
2023,Rice & Cereal Products,Per Cent,6.9
2024,Rice & Cereal Products,Per Cent,3.6
2025,Rice & Cereal Products,Per Cent,1.6
2016,Rice,Per Cent,0.8
2017,Rice,Per Cent,-0.5
2018,Rice,Per Cent,1.4
2019,Rice,Per Cent,3.9
2020,Rice,Per Cent,1.8
2021,Rice,Per Cent,-1.9
2022,Rice,Per Cent,-1.4
2023,Rice,Per Cent,3
2024,Rice,Per Cent,2.2
2025,Rice,Per Cent,0.6
2016,Flour,Per Cent,1.1
2017,Flour,Per Cent,0.3
2018,Flour,Per Cent,-1.9
2019,Flour,Per Cent,-0.2
2020,Flour,Per Cent,-2.1
2021,Flour,Per Cent,-2
2022,Flour,Per Cent,2.1
2023,Flour,Per Cent,10.8
2024,Flour,Per Cent,-0.3
2025,Flour,Per Cent,-2.5
2016,Bread,Per Cent,1.9
2017,Bread,Per Cent,0.6
2018,Bread,Per Cent,1.6
2019,Bread,Per Cent,1.1
2020,Bread,Per Cent,0.9
2021,Bread,Per Cent,1.3
2022,Bread,Per Cent,5.2
2023,Bread,Per Cent,8.3
2024,Bread,Per Cent,4.5
2025,Bread,Per Cent,2.6
2016,"Macaroni, Noodles & Similar Pasta Products",Per Cent,1
2017,"Macaroni, Noodles & Similar Pasta Products",Per Cent,0.1
2018,"Macaroni, Noodles & Similar Pasta Products",Per Cent,0.5
2019,"Macaroni, Noodles & Similar Pasta Products",Per Cent,-0.7
2020,"Macaroni, Noodles & Similar Pasta Products",Per Cent,2
2021,"Macaroni, Noodles & Similar Pasta Products",Per Cent,1.2
2022,"Macaroni, Noodles & Similar Pasta Products",Per Cent,6.7
2023,"Macaroni, Noodles & Similar Pasta Products",Per Cent,6.5
2024,"Macaroni, Noodles & Similar Pasta Products",Per Cent,1.1
2025,"Macaroni, Noodles & Similar Pasta Products",Per Cent,-0.1
2016,Biscuits & Cookies,Per Cent,2.1
2017,Biscuits & Cookies,Per Cent,1.1
2018,Biscuits & Cookies,Per Cent,1.6
2019,Biscuits & Cookies,Per Cent,1.3
2020,Biscuits & Cookies,Per Cent,4.2
2021,Biscuits & Cookies,Per Cent,0.4
2022,Biscuits & Cookies,Per Cent,7.4
2023,Biscuits & Cookies,Per Cent,6.8
2024,Biscuits & Cookies,Per Cent,1.9
2025,Biscuits & Cookies,Per Cent,2.9
2016,Cakes & Pastries,Per Cent,0.8
2017,Cakes & Pastries,Per Cent,1.6
2018,Cakes & Pastries,Per Cent,2.1
2019,Cakes & Pastries,Per Cent,1.6
2020,Cakes & Pastries,Per Cent,2.4
2021,Cakes & Pastries,Per Cent,1.5
2022,Cakes & Pastries,Per Cent,4.3
2023,Cakes & Pastries,Per Cent,6.9
2024,Cakes & Pastries,Per Cent,4.8
2025,Cakes & Pastries,Per Cent,1.8
2016,Breakfast Cereals,Per Cent,1.1
2017,Breakfast Cereals,Per Cent,-1.2
2018,Breakfast Cereals,Per Cent,-0.7
2019,Breakfast Cereals,Per Cent,0.6
2020,Breakfast Cereals,Per Cent,1.9
2021,Breakfast Cereals,Per Cent,1
2022,Breakfast Cereals,Per Cent,2.2
2023,Breakfast Cereals,Per Cent,12
2024,Breakfast Cereals,Per Cent,4.4
2025,Breakfast Cereals,Per Cent,-1.3
2016,Other Cereal Products Nec,Per Cent,1.3
2017,Other Cereal Products Nec,Per Cent,0.5
2018,Other Cereal Products Nec,Per Cent,0.5
2019,Other Cereal Products Nec,Per Cent,1.7
2020,Other Cereal Products Nec,Per Cent,2.3
2021,Other Cereal Products Nec,Per Cent,1.6
2022,Other Cereal Products Nec,Per Cent,1.4
2023,Other Cereal Products Nec,Per Cent,8.2
2024,Other Cereal Products Nec,Per Cent,8
2025,Other Cereal Products Nec,Per Cent,1.2
2006,Meat,Per Cent,1.2
2007,Meat,Per Cent,2.4
2008,Meat,Per Cent,10.9
2009,Meat,Per Cent,5.1
2010,Meat,Per Cent,1.8
2011,Meat,Per Cent,2.9
2012,Meat,Per Cent,1.9
2013,Meat,Per Cent,0.8
2014,Meat,Per Cent,1.7
2015,Meat,Per Cent,0.7
2016,Meat,Per Cent,2.2
2017,Meat,Per Cent,0.6
2018,Meat,Per Cent,-0.1
2019,Meat,Per Cent,0.1
2020,Meat,Per Cent,5.6
2021,Meat,Per Cent,0.3
2022,Meat,Per Cent,9.6
2023,Meat,Per Cent,6.6
2024,Meat,Per Cent,0
2025,Meat,Per Cent,0.5
2016,"Pork, Chilled Or Frozen",Per Cent,2.9
2017,"Pork, Chilled Or Frozen",Per Cent,0.2
2018,"Pork, Chilled Or Frozen",Per Cent,0.1
2019,"Pork, Chilled Or Frozen",Per Cent,-0.5
2020,"Pork, Chilled Or Frozen",Per Cent,8.7
2021,"Pork, Chilled Or Frozen",Per Cent,-0.6
2022,"Pork, Chilled Or Frozen",Per Cent,1.8
2023,"Pork, Chilled Or Frozen",Per Cent,5.5
2024,"Pork, Chilled Or Frozen",Per Cent,-0.5
2025,"Pork, Chilled Or Frozen",Per Cent,0.2
2016,"Beef, Chilled Or Frozen",Per Cent,2
2017,"Beef, Chilled Or Frozen",Per Cent,2.4
2018,"Beef, Chilled Or Frozen",Per Cent,-0.9
2019,"Beef, Chilled Or Frozen",Per Cent,0.3
2020,"Beef, Chilled Or Frozen",Per Cent,3.5
2021,"Beef, Chilled Or Frozen",Per Cent,4.2
2022,"Beef, Chilled Or Frozen",Per Cent,5.3
2023,"Beef, Chilled Or Frozen",Per Cent,2.3
2024,"Beef, Chilled Or Frozen",Per Cent,2.8
2025,"Beef, Chilled Or Frozen",Per Cent,5.2
2016,"Mutton, Chilled Or Frozen",Per Cent,-0.6
2017,"Mutton, Chilled Or Frozen",Per Cent,0.9
2018,"Mutton, Chilled Or Frozen",Per Cent,2.9
2019,"Mutton, Chilled Or Frozen",Per Cent,3.7
2020,"Mutton, Chilled Or Frozen",Per Cent,10.1
2021,"Mutton, Chilled Or Frozen",Per Cent,-1.2
2022,"Mutton, Chilled Or Frozen",Per Cent,13.2
2023,"Mutton, Chilled Or Frozen",Per Cent,6.7
2024,"Mutton, Chilled Or Frozen",Per Cent,-0.7
2025,"Mutton, Chilled Or Frozen",Per Cent,3
2016,"Poultry, Chilled Or Frozen",Per Cent,2.5
2017,"Poultry, Chilled Or Frozen",Per Cent,0.1
2018,"Poultry, Chilled Or Frozen",Per Cent,-1
2019,"Poultry, Chilled Or Frozen",Per Cent,0.1
2020,"Poultry, Chilled Or Frozen",Per Cent,1.9
2021,"Poultry, Chilled Or Frozen",Per Cent,0
2022,"Poultry, Chilled Or Frozen",Per Cent,24.1
2023,"Poultry, Chilled Or Frozen",Per Cent,9.8
2024,"Poultry, Chilled Or Frozen",Per Cent,-1.4
2025,"Poultry, Chilled Or Frozen",Per Cent,-0.8
2016,"Meat, Preserved Or Prepared",Per Cent,1
2017,"Meat, Preserved Or Prepared",Per Cent,1.3
2018,"Meat, Preserved Or Prepared",Per Cent,1
2019,"Meat, Preserved Or Prepared",Per Cent,0.4
2020,"Meat, Preserved Or Prepared",Per Cent,5.9
2021,"Meat, Preserved Or Prepared",Per Cent,0.7
2022,"Meat, Preserved Or Prepared",Per Cent,2.9
2023,"Meat, Preserved Or Prepared",Per Cent,4.5
2024,"Meat, Preserved Or Prepared",Per Cent,2.6
2025,"Meat, Preserved Or Prepared",Per Cent,-0.8
2006,Fish & Other Seafood,Per Cent,3.2
2007,Fish & Other Seafood,Per Cent,2.1
2008,Fish & Other Seafood,Per Cent,4.6
2009,Fish & Other Seafood,Per Cent,1.6
2010,Fish & Other Seafood,Per Cent,2.5
2011,Fish & Other Seafood,Per Cent,6
2012,Fish & Other Seafood,Per Cent,4
2013,Fish & Other Seafood,Per Cent,3.2
2014,Fish & Other Seafood,Per Cent,2.8
2015,Fish & Other Seafood,Per Cent,1.5
2016,Fish & Other Seafood,Per Cent,4.4
2017,Fish & Other Seafood,Per Cent,2.5
2018,Fish & Other Seafood,Per Cent,2.6
2019,Fish & Other Seafood,Per Cent,1.4
2020,Fish & Other Seafood,Per Cent,1
2021,Fish & Other Seafood,Per Cent,0.5
2022,Fish & Other Seafood,Per Cent,5.2
2023,Fish & Other Seafood,Per Cent,5.3
2024,Fish & Other Seafood,Per Cent,-3.7
2025,Fish & Other Seafood,Per Cent,-1.4
2016,"Fish, Fresh Or Chilled",Per Cent,5
2017,"Fish, Fresh Or Chilled",Per Cent,3.3
2018,"Fish, Fresh Or Chilled",Per Cent,2.8
2019,"Fish, Fresh Or Chilled",Per Cent,1.5
2020,"Fish, Fresh Or Chilled",Per Cent,0.9
2021,"Fish, Fresh Or Chilled",Per Cent,0.3
2022,"Fish, Fresh Or Chilled",Per Cent,6.9
2023,"Fish, Fresh Or Chilled",Per Cent,2.6
2024,"Fish, Fresh Or Chilled",Per Cent,-2.9
2025,"Fish, Fresh Or Chilled",Per Cent,-2
2016,"Fish, Frozen",Per Cent,8.2
2017,"Fish, Frozen",Per Cent,5.6
2018,"Fish, Frozen",Per Cent,2.3
2019,"Fish, Frozen",Per Cent,-1.3
2020,"Fish, Frozen",Per Cent,0
2021,"Fish, Frozen",Per Cent,1
2022,"Fish, Frozen",Per Cent,9.2
2023,"Fish, Frozen",Per Cent,6.9
2024,"Fish, Frozen",Per Cent,-3.7
2025,"Fish, Frozen",Per Cent,-0.8
2016,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,3.3
2017,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,1.7
2018,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,2
2019,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,1.2
2020,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,-0.2
2021,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,0.9
2022,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,0.7
2023,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,10.6
2024,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,-11.1
2025,"Other Seafood, Fresh, Chilled Or Frozen",Per Cent,-0.7
2016,Seafood Preparations,Per Cent,3.4
2017,Seafood Preparations,Per Cent,0.9
2018,Seafood Preparations,Per Cent,2.5
2019,Seafood Preparations,Per Cent,1.4
2020,Seafood Preparations,Per Cent,3.1
2021,Seafood Preparations,Per Cent,0.4
2022,Seafood Preparations,Per Cent,4.3
2023,Seafood Preparations,Per Cent,8.2
2024,Seafood Preparations,Per Cent,2.7
2025,Seafood Preparations,Per Cent,-0.5
2006,"Milk, Other Dairy Products & Eggs",Per Cent,1.8
2007,"Milk, Other Dairy Products & Eggs",Per Cent,6.2
2008,"Milk, Other Dairy Products & Eggs",Per Cent,11.8
2009,"Milk, Other Dairy Products & Eggs",Per Cent,1.9
2010,"Milk, Other Dairy Products & Eggs",Per Cent,2.5
2011,"Milk, Other Dairy Products & Eggs",Per Cent,4.6
2012,"Milk, Other Dairy Products & Eggs",Per Cent,4.3
2013,"Milk, Other Dairy Products & Eggs",Per Cent,4.3
2014,"Milk, Other Dairy Products & Eggs",Per Cent,5.1
2015,"Milk, Other Dairy Products & Eggs",Per Cent,2
2016,"Milk, Other Dairy Products & Eggs",Per Cent,1.6
2017,"Milk, Other Dairy Products & Eggs",Per Cent,0.5
2018,"Milk, Other Dairy Products & Eggs",Per Cent,1.6
2019,"Milk, Other Dairy Products & Eggs",Per Cent,0.4
2020,"Milk, Other Dairy Products & Eggs",Per Cent,1.9
2021,"Milk, Other Dairy Products & Eggs",Per Cent,1.5
2022,"Milk, Other Dairy Products & Eggs",Per Cent,5.9
2023,"Milk, Other Dairy Products & Eggs",Per Cent,5.8
2024,"Milk, Other Dairy Products & Eggs",Per Cent,1.6
2025,"Milk, Other Dairy Products & Eggs",Per Cent,0.4
2016,Milk,Per Cent,0.4
2017,Milk,Per Cent,0.8
2018,Milk,Per Cent,1.9
2019,Milk,Per Cent,0
2020,Milk,Per Cent,4.3
2021,Milk,Per Cent,1.3
2022,Milk,Per Cent,1.7
2023,Milk,Per Cent,5.2
2024,Milk,Per Cent,1.6
2025,Milk,Per Cent,-1.1
2016,Other Milk & Cream,Per Cent,2.8
2017,Other Milk & Cream,Per Cent,1
2018,Other Milk & Cream,Per Cent,0.7
2019,Other Milk & Cream,Per Cent,-0.2
2020,Other Milk & Cream,Per Cent,0.4
2021,Other Milk & Cream,Per Cent,0.2
2022,Other Milk & Cream,Per Cent,3.1
2023,Other Milk & Cream,Per Cent,5
2024,Other Milk & Cream,Per Cent,3
2025,Other Milk & Cream,Per Cent,1.9
2016,Dairy Products Nec,Per Cent,2
2017,Dairy Products Nec,Per Cent,1
2018,Dairy Products Nec,Per Cent,3.8
2019,Dairy Products Nec,Per Cent,0.5
2020,Dairy Products Nec,Per Cent,5.4
2021,Dairy Products Nec,Per Cent,1.9
2022,Dairy Products Nec,Per Cent,2.5
2023,Dairy Products Nec,Per Cent,1
2024,Dairy Products Nec,Per Cent,2.3
2025,Dairy Products Nec,Per Cent,0.7
2016,Eggs,Per Cent,-1.8
2017,Eggs,Per Cent,-2.5
2018,Eggs,Per Cent,2.3
2019,Eggs,Per Cent,4
2020,Eggs,Per Cent,-0.2
2021,Eggs,Per Cent,5.2
2022,Eggs,Per Cent,22.9
2023,Eggs,Per Cent,12.5
2024,Eggs,Per Cent,-2.2
2025,Eggs,Per Cent,-1
2006,Oils & Fats,Per Cent,1.6
2007,Oils & Fats,Per Cent,8.1
2008,Oils & Fats,Per Cent,36
2009,Oils & Fats,Per Cent,-0.9
2010,Oils & Fats,Per Cent,-2.2
2011,Oils & Fats,Per Cent,4.6
2012,Oils & Fats,Per Cent,1.4
2013,Oils & Fats,Per Cent,-1.2
2014,Oils & Fats,Per Cent,0.6
2015,Oils & Fats,Per Cent,-0.6
2016,Oils & Fats,Per Cent,-1.5
2017,Oils & Fats,Per Cent,0.1
2018,Oils & Fats,Per Cent,3.6
2019,Oils & Fats,Per Cent,0.5
2020,Oils & Fats,Per Cent,2
2021,Oils & Fats,Per Cent,0.9
2022,Oils & Fats,Per Cent,7.6
2023,Oils & Fats,Per Cent,3.2
2024,Oils & Fats,Per Cent,3.1
2025,Oils & Fats,Per Cent,3.6
2016,Vegetable Oils,Per Cent,-2
2017,Vegetable Oils,Per Cent,-0.9
2018,Vegetable Oils,Per Cent,1.4
2019,Vegetable Oils,Per Cent,0.6
2020,Vegetable Oils,Per Cent,2.4
2021,Vegetable Oils,Per Cent,1
2022,Vegetable Oils,Per Cent,7.7
2023,Vegetable Oils,Per Cent,1.1
2024,Vegetable Oils,Per Cent,2.9
2025,Vegetable Oils,Per Cent,4.2
2016,Butter & Other Fats,Per Cent,-0.2
2017,Butter & Other Fats,Per Cent,3
2018,Butter & Other Fats,Per Cent,9.4
2019,Butter & Other Fats,Per Cent,0.3
2020,Butter & Other Fats,Per Cent,0.6
2021,Butter & Other Fats,Per Cent,0.5
2022,Butter & Other Fats,Per Cent,7.1
2023,Butter & Other Fats,Per Cent,10.5
2024,Butter & Other Fats,Per Cent,3.5
2025,Butter & Other Fats,Per Cent,1.9
2006,Fruits & Nuts,Per Cent,1.3
2007,Fruits & Nuts,Per Cent,5
2008,Fruits & Nuts,Per Cent,6.5
2009,Fruits & Nuts,Per Cent,2.6
2010,Fruits & Nuts,Per Cent,1.9
2011,Fruits & Nuts,Per Cent,3.7
2012,Fruits & Nuts,Per Cent,2.5
2013,Fruits & Nuts,Per Cent,4.4
2014,Fruits & Nuts,Per Cent,7.7
2015,Fruits & Nuts,Per Cent,1.8
2016,Fruits & Nuts,Per Cent,2.4
2017,Fruits & Nuts,Per Cent,2.6
2018,Fruits & Nuts,Per Cent,1.9
2019,Fruits & Nuts,Per Cent,2
2020,Fruits & Nuts,Per Cent,1.7
2021,Fruits & Nuts,Per Cent,2.7
2022,Fruits & Nuts,Per Cent,3.3
2023,Fruits & Nuts,Per Cent,3.6
2024,Fruits & Nuts,Per Cent,1.8
2025,Fruits & Nuts,Per Cent,2.9
2016,"Tropical Fruits, Fresh",Per Cent,5.6
2017,"Tropical Fruits, Fresh",Per Cent,3.1
2018,"Tropical Fruits, Fresh",Per Cent,3.4
2019,"Tropical Fruits, Fresh",Per Cent,3
2020,"Tropical Fruits, Fresh",Per Cent,2.4
2021,"Tropical Fruits, Fresh",Per Cent,0.9
2022,"Tropical Fruits, Fresh",Per Cent,2
2023,"Tropical Fruits, Fresh",Per Cent,2.2
2024,"Tropical Fruits, Fresh",Per Cent,2
2025,"Tropical Fruits, Fresh",Per Cent,1
2016,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,0.4
2017,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,2.5
2018,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,1.4
2019,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,1.9
2020,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,1.5
2021,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,4.4
2022,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,4.2
2023,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,4
2024,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,1.7
2025,"Citrus, Beries, Stone & Other Fruits, Fresh",Per Cent,4.5
2016,"Fruit, Dried & Dehydrated",Per Cent,1.5
2017,"Fruit, Dried & Dehydrated",Per Cent,3.3
2018,"Fruit, Dried & Dehydrated",Per Cent,1.2
2019,"Fruit, Dried & Dehydrated",Per Cent,1.4
2020,"Fruit, Dried & Dehydrated",Per Cent,2.8
2021,"Fruit, Dried & Dehydrated",Per Cent,0.3
2022,"Fruit, Dried & Dehydrated",Per Cent,4.1
2023,"Fruit, Dried & Dehydrated",Per Cent,6.9
2024,"Fruit, Dried & Dehydrated",Per Cent,1.4
2025,"Fruit, Dried & Dehydrated",Per Cent,0.9
2016,"Fruits, Canned Or Bottled",Per Cent,-1.3
2017,"Fruits, Canned Or Bottled",Per Cent,2
2018,"Fruits, Canned Or Bottled",Per Cent,3.7
2019,"Fruits, Canned Or Bottled",Per Cent,0.3
2020,"Fruits, Canned Or Bottled",Per Cent,3.4
2021,"Fruits, Canned Or Bottled",Per Cent,0.9
2022,"Fruits, Canned Or Bottled",Per Cent,9.2
2023,"Fruits, Canned Or Bottled",Per Cent,0.5
2024,"Fruits, Canned Or Bottled",Per Cent,1.2
2025,"Fruits, Canned Or Bottled",Per Cent,2.9
2016,"Nuts & Seed, In Shell Or Shelled",Per Cent,4.7
2017,"Nuts & Seed, In Shell Or Shelled",Per Cent,0.8
2018,"Nuts & Seed, In Shell Or Shelled",Per Cent,-0.5
2019,"Nuts & Seed, In Shell Or Shelled",Per Cent,-0.6
2020,"Nuts & Seed, In Shell Or Shelled",Per Cent,-0.4
2021,"Nuts & Seed, In Shell Or Shelled",Per Cent,0.5
2022,"Nuts & Seed, In Shell Or Shelled",Per Cent,1.2
2023,"Nuts & Seed, In Shell Or Shelled",Per Cent,5
2024,"Nuts & Seed, In Shell Or Shelled",Per Cent,1.6
2025,"Nuts & Seed, In Shell Or Shelled",Per Cent,1.5
2006,Vegetables,Per Cent,1.2
2007,Vegetables,Per Cent,6.4
2008,Vegetables,Per Cent,6
2009,Vegetables,Per Cent,1
2010,Vegetables,Per Cent,5.6
2011,Vegetables,Per Cent,3.8
2012,Vegetables,Per Cent,1.2
2013,Vegetables,Per Cent,2.8
2014,Vegetables,Per Cent,3.3
2015,Vegetables,Per Cent,1
2016,Vegetables,Per Cent,4
2017,Vegetables,Per Cent,1.5
2018,Vegetables,Per Cent,-0.1
2019,Vegetables,Per Cent,2
2020,Vegetables,Per Cent,5
2021,Vegetables,Per Cent,5.2
2022,Vegetables,Per Cent,4.8
2023,Vegetables,Per Cent,1.8
2024,Vegetables,Per Cent,2.4
2025,Vegetables,Per Cent,0.5
2016,"Leafy Vegetables, Fresh Or Chilled",Per Cent,5.9
2017,"Leafy Vegetables, Fresh Or Chilled",Per Cent,-0.1
2018,"Leafy Vegetables, Fresh Or Chilled",Per Cent,-0.1
2019,"Leafy Vegetables, Fresh Or Chilled",Per Cent,2.5
2020,"Leafy Vegetables, Fresh Or Chilled",Per Cent,3.7
2021,"Leafy Vegetables, Fresh Or Chilled",Per Cent,9.1
2022,"Leafy Vegetables, Fresh Or Chilled",Per Cent,6
2023,"Leafy Vegetables, Fresh Or Chilled",Per Cent,-0.8
2024,"Leafy Vegetables, Fresh Or Chilled",Per Cent,1.6
2025,"Leafy Vegetables, Fresh Or Chilled",Per Cent,2.3
2016,"Fruit-Bearing Vegetables, Fresh Or Chilled",Per Cent,2.9
