period,series,unit,value
2025,Jewellery & Watches,Per Cent,1.6
2025,Devotional Articles & Articles For Religious & Ritual Celebrations,Per Cent,-1.6
2025,Other Personal Effects Nec,Per Cent,-3.4
2006,Social Services,Per Cent,0
2007,Social Services,Per Cent,2.7
2008,Social Services,Per Cent,2.7
2009,Social Services,Per Cent,1
2010,Social Services,Per Cent,0.9
2011,Social Services,Per Cent,0.3
2012,Social Services,Per Cent,0
2013,Social Services,Per Cent,2.2
2014,Social Services,Per Cent,2.4
2015,Social Services,Per Cent,2.7
2016,Social Services,Per Cent,0.4
2017,Social Services,Per Cent,0.1
2018,Social Services,Per Cent,1.8
2019,Social Services,Per Cent,0.2
2020,Social Services,Per Cent,-2.9
2021,Social Services,Per Cent,-1.8
2022,Social Services,Per Cent,-0.4
2023,Social Services,Per Cent,-1.2
2024,Social Services,Per Cent,0.7
2025,Social Services,Per Cent,-1.9
2006,Other Miscellaneous Services,Per Cent,19
2007,Other Miscellaneous Services,Per Cent,7.2
2008,Other Miscellaneous Services,Per Cent,1.6
2009,Other Miscellaneous Services,Per Cent,0.8
2010,Other Miscellaneous Services,Per Cent,0.5
2011,Other Miscellaneous Services,Per Cent,2.5
2012,Other Miscellaneous Services,Per Cent,9.3
2013,Other Miscellaneous Services,Per Cent,13.3
2014,Other Miscellaneous Services,Per Cent,0.5
2015,Other Miscellaneous Services,Per Cent,0.3
2016,Other Miscellaneous Services,Per Cent,-0.1
2017,Other Miscellaneous Services,Per Cent,2.1
2018,Other Miscellaneous Services,Per Cent,0
2019,Other Miscellaneous Services,Per Cent,-0.1
2020,Other Miscellaneous Services,Per Cent,0
2021,Other Miscellaneous Services,Per Cent,0
2022,Other Miscellaneous Services,Per Cent,-4.2
2023,Other Miscellaneous Services,Per Cent,-0.6
2024,Other Miscellaneous Services,Per Cent,1.4
2025,Other Miscellaneous Services,Per Cent,0.5
1991,Food & Beverage Serving Services,Per Cent,2
1992,Food & Beverage Serving Services,Per Cent,1.4
1993,Food & Beverage Serving Services,Per Cent,2
1994,Food & Beverage Serving Services,Per Cent,4
1995,Food & Beverage Serving Services,Per Cent,3.1
1996,Food & Beverage Serving Services,Per Cent,2.6
1997,Food & Beverage Serving Services,Per Cent,1.7
1998,Food & Beverage Serving Services,Per Cent,1.4
1999,Food & Beverage Serving Services,Per Cent,0.6
2000,Food & Beverage Serving Services,Per Cent,0.5
2001,Food & Beverage Serving Services,Per Cent,1.2
2002,Food & Beverage Serving Services,Per Cent,0.9
2003,Food & Beverage Serving Services,Per Cent,0.6
2004,Food & Beverage Serving Services,Per Cent,1
2005,Food & Beverage Serving Services,Per Cent,0.7
2006,Food & Beverage Serving Services,Per Cent,1.3
2007,Food & Beverage Serving Services,Per Cent,2.2
2008,Food & Beverage Serving Services,Per Cent,6.2
2009,Food & Beverage Serving Services,Per Cent,2.1
2010,Food & Beverage Serving Services,Per Cent,0.8
2011,Food & Beverage Serving Services,Per Cent,2.7
2012,Food & Beverage Serving Services,Per Cent,2.3
2013,Food & Beverage Serving Services,Per Cent,2
2014,Food & Beverage Serving Services,Per Cent,2.9
2015,Food & Beverage Serving Services,Per Cent,2.3
2016,Food & Beverage Serving Services,Per Cent,1.9
2017,Food & Beverage Serving Services,Per Cent,1.5
2018,Food & Beverage Serving Services,Per Cent,1.5
2019,Food & Beverage Serving Services,Per Cent,1.7
2020,Food & Beverage Serving Services,Per Cent,1.4
2021,Food & Beverage Serving Services,Per Cent,1.4
2022,Food & Beverage Serving Services,Per Cent,5.3
2023,Food & Beverage Serving Services,Per Cent,6.1
2024,Food & Beverage Serving Services,Per Cent,3.6
2025,Food & Beverage Serving Services,Per Cent,1.2
2006,"Restaurants, Cafes & Pubs",Per Cent,1.6
2007,"Restaurants, Cafes & Pubs",Per Cent,3.6
2008,"Restaurants, Cafes & Pubs",Per Cent,5.8
2009,"Restaurants, Cafes & Pubs",Per Cent,1.2
2010,"Restaurants, Cafes & Pubs",Per Cent,1.1
2011,"Restaurants, Cafes & Pubs",Per Cent,3
2012,"Restaurants, Cafes & Pubs",Per Cent,3.4
2013,"Restaurants, Cafes & Pubs",Per Cent,2.6
2014,"Restaurants, Cafes & Pubs",Per Cent,2.6
2015,"Restaurants, Cafes & Pubs",Per Cent,3.2
2016,"Restaurants, Cafes & Pubs",Per Cent,2.3
2017,"Restaurants, Cafes & Pubs",Per Cent,1.2
2018,"Restaurants, Cafes & Pubs",Per Cent,1.7
2019,"Restaurants, Cafes & Pubs",Per Cent,1.8
2020,"Restaurants, Cafes & Pubs",Per Cent,1.5
2021,"Restaurants, Cafes & Pubs",Per Cent,1.2
2022,"Restaurants, Cafes & Pubs",Per Cent,5
2023,"Restaurants, Cafes & Pubs",Per Cent,5.9
2024,"Restaurants, Cafes & Pubs",Per Cent,3.8
2025,"Restaurants, Cafes & Pubs",Per Cent,0.9
2025,Restaurants,Per Cent,1
2025,Cafes,Per Cent,1.3
2025,Pubs,Per Cent,-5.7
2006,Fast Food Restaurants,Per Cent,1.3
2007,Fast Food Restaurants,Per Cent,2
2008,Fast Food Restaurants,Per Cent,3
2009,Fast Food Restaurants,Per Cent,2.4
2010,Fast Food Restaurants,Per Cent,0.5
2011,Fast Food Restaurants,Per Cent,1.9
2012,Fast Food Restaurants,Per Cent,-0.1
2013,Fast Food Restaurants,Per Cent,0.9
2014,Fast Food Restaurants,Per Cent,3.5
2015,Fast Food Restaurants,Per Cent,1.7
2016,Fast Food Restaurants,Per Cent,2.2
2017,Fast Food Restaurants,Per Cent,1.1
2018,Fast Food Restaurants,Per Cent,0.3
2019,Fast Food Restaurants,Per Cent,1.6
2020,Fast Food Restaurants,Per Cent,1.3
2021,Fast Food Restaurants,Per Cent,1.7
2022,Fast Food Restaurants,Per Cent,4.2
2023,Fast Food Restaurants,Per Cent,7.8
2024,Fast Food Restaurants,Per Cent,4.6
2025,Fast Food Restaurants,Per Cent,2.4
2006,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.2
2007,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.8
2008,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,6.6
2009,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,2.5
2010,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,0.6
2011,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,2.7
2012,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,2
2013,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.8
2014,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,3
2015,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.9
2016,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.7
2017,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.7
2018,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.5
2019,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.7
2020,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.3
2021,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.5
2022,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,5.7
2023,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,6.1
2024,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,3.4
2025,"Hawker Centres, And Food Courts, Coffee Shops & Kiosks",Per Cent,1.3
2020,Hawker Centres,Per Cent,1.6
2021,Hawker Centres,Per Cent,1.4
2022,Hawker Centres,Per Cent,6
2023,Hawker Centres,Per Cent,6
2024,Hawker Centres,Per Cent,4.4
2025,Hawker Centres,Per Cent,1.7
2020,"Food Courts, Coffee Shops & Kiosks",Per Cent,1.2
2021,"Food Courts, Coffee Shops & Kiosks",Per Cent,1.5
2022,"Food Courts, Coffee Shops & Kiosks",Per Cent,5.6
2023,"Food Courts, Coffee Shops & Kiosks",Per Cent,6.1
2024,"Food Courts, Coffee Shops & Kiosks",Per Cent,3.1
2025,"Food Courts, Coffee Shops & Kiosks",Per Cent,1.2
2006,"Other Catering Services, Incl Vending Machines",Per Cent,0.1
2007,"Other Catering Services, Incl Vending Machines",Per Cent,2.2
2008,"Other Catering Services, Incl Vending Machines",Per Cent,5.3
2009,"Other Catering Services, Incl Vending Machines",Per Cent,1.5
2010,"Other Catering Services, Incl Vending Machines",Per Cent,0
2011,"Other Catering Services, Incl Vending Machines",Per Cent,1.3
2012,"Other Catering Services, Incl Vending Machines",Per Cent,0.8
2013,"Other Catering Services, Incl Vending Machines",Per Cent,0.9
2014,"Other Catering Services, Incl Vending Machines",Per Cent,1.3
2015,"Other Catering Services, Incl Vending Machines",Per Cent,0.2
2016,"Other Catering Services, Incl Vending Machines",Per Cent,0.7
2017,"Other Catering Services, Incl Vending Machines",Per Cent,1.7
2018,"Other Catering Services, Incl Vending Machines",Per Cent,1.1
2019,"Other Catering Services, Incl Vending Machines",Per Cent,4.9
2020,"Other Catering Services, Incl Vending Machines",Per Cent,1.6
2021,"Other Catering Services, Incl Vending Machines",Per Cent,0.7
2022,"Other Catering Services, Incl Vending Machines",Per Cent,4.5
2023,"Other Catering Services, Incl Vending Machines",Per Cent,6.3
2024,"Other Catering Services, Incl Vending Machines",Per Cent,3.2
2025,"Other Catering Services, Incl Vending Machines",Per Cent,0.2
2016,All Items Less Accommodation,Per Cent,0.3
2017,All Items Less Accommodation,Per Cent,1.8
2018,All Items Less Accommodation,Per Cent,1.4
2019,All Items Less Accommodation,Per Cent,0.9
2020,All Items Less Accommodation,Per Cent,-0.3
2021,All Items Less Accommodation,Per Cent,2.6
2022,All Items Less Accommodation,Per Cent,6.7
2023,All Items Less Accommodation,Per Cent,4.9
2024,All Items Less Accommodation,Per Cent,2.2
2025,All Items Less Accommodation,Per Cent,0.9
2016,All Items Less Imputed Rentals For Housing,Per Cent,0.3
2017,All Items Less Imputed Rentals For Housing,Per Cent,1.7
2018,All Items Less Imputed Rentals For Housing,Per Cent,1.3
2019,All Items Less Imputed Rentals For Housing,Per Cent,0.9
2020,All Items Less Imputed Rentals For Housing,Per Cent,-0.3
2021,All Items Less Imputed Rentals For Housing,Per Cent,2.5
2022,All Items Less Imputed Rentals For Housing,Per Cent,6.5
2023,All Items Less Imputed Rentals For Housing,Per Cent,4.9
2024,All Items Less Imputed Rentals For Housing,Per Cent,2.3
2025,All Items Less Imputed Rentals For Housing,Per Cent,1
